150	2
180	2
87	2
67	2
66	2
65	2
66	2
66	2
66	2
66	2
65	2
65	2
66	2
178	2
68	2
68	2
63	2
62	2
63	2
131	2
67	2
70	2
64	2
73	2
64	2
62	2
65	2
64	2
62	2
64	2
62	2
62	2
64	2
62	2
62	2
67	2
63	2
63	2
63	2
71	2
71	2
70	2
64	2
64	2
72	2
63	2
77	2
65	2
64	2
69	2
62	2
64	2
63	2
61	2
64	2
62	2
63	2
62	2
64	2
63	2
62	2
62	2
63	2
62	2
62	2
61	2
61	2
62	2
62	2
62	2
62	2
62	2
64	2
62	2
62	2
62	2
61	2
63	2
64	2
62	2
62	2
63	2
61	2
62	2
62	2
64	2
62	2
63	2
63	2
62	2
62	2
61	2
63	2
61	2
63	2
64	2
61	2
61	2
61	2
63	2
177	2
122	2
65	2
64	2
64	2
63	2
63	2
62	2
63	2
62	2
62	2
62	2
67	2
63	2
62	2
64	2
62	2
62	2
62	2
63	2
64	2
62	2
62	2
61	2
61	2
62	2
62	2
63	2
62	2
62	2
62	2
63	2
62	2
64	2
63	2
63	2
63	2
63	2
62	2
62	2
63	2
62	2
62	2
62	2
62	2
61	2
62	2
62	2
63	2
72	2
64	2
62	2
63	2
63	2
63	2
63	2
60	2
66	2
64	2
62	2
62	2
63	2
63	2
59	2
65	2
63	2
64	2
65	2
62	2
62	2
63	2
63	2
63	2
100	2
65	2
62	2
62	2
65	2
64	2
65	2
66	2
65	2
62	2
64	2
65	2
64	2
62	2
64	2
62	2
62	2
62	2
62	2
62	2
62	2
63	2
62	2
63	2
62	2
62	2
62	2
