245	5
241	5
138	5
131	5
126	5
126	5
125	5
125	5
126	5
126	5
126	5
126	5
126	5
125	5
125	5
131	5
125	5
124	5
124	5
126	5
126	5
126	5
127	5
126	5
128	5
126	5
127	5
130	5
127	5
125	5
127	5
125	5
126	5
126	5
127	5
126	5
124	5
125	5
125	5
130	5
124	5
128	5
126	5
128	5
125	5
131	5
125	5
127	5
129	5
125	5
128	5
125	5
125	5
125	5
124	5
125	5
127	5
126	5
127	5
125	5
125	5
125	5
125	5
125	5
125	5
126	5
125	5
125	5
125	5
124	5
128	5
125	5
125	5
125	5
126	5
132	5
125	5
125	5
125	5
125	5
125	5
125	5
127	5
126	5
126	5
125	5
127	5
125	5
126	5
126	5
125	5
125	5
124	5
124	5
125	5
126	5
127	5
129	5
127	5
127	5
477	10
491	10
389	10
377	10
376	10
375	10
376	10
374	10
376	10
374	10
374	10
375	10
379	10
376	10
372	10
373	10
376	10
374	10
374	10
375	10
372	10
372	10
371	10
1497	10
392	10
369	10
375	10
374	10
374	10
376	10
385	10
377	10
374	10
377	10
376	10
375	10
376	10
374	10
1418	10
394	10
376	10
376	10
375	10
374	10
376	10
376	10
375	10
373	10
380	10
370	10
376	10
375	10
374	10
374	10
375	10
835	10
381	10
393	10
378	10
379	10
374	10
377	10
379	10
379	10
377	10
409	10
375	10
376	10
374	10
374	10
381	10
378	10
376	10
373	10
373	10
368	10
1173	10
385	10
376	10
375	10
374	10
373	10
17889	10
1092	10
421	10
406	10
1699	10
408	10
374	10
379	10
393	10
380	10
411	10
386	10
381	10
384	10
374	10
380	10
371	10
380	10
9102	50
10865	50
8668	50
8630	50
8674	50
8695	50
8655	50
8618	50
8758	50
8605	50
8891	50
8957	50
6489	50
4934	50
4767	50
4737	50
4912	50
4781	50
4812	50
4805	50
4738	50
4862	50
4807	50
4768	50
4790	50
4828	50
4831	50
4791	50
4835	50
5049	50
5392	50
4867	50
4744	50
4835	50
6079	50
4917	50
4975	50
4876	50
4813	50
4859	50
4947	50
4814	50
4736	50
4798	50
4800	50
4832	50
4841	50
4772	50
4846	50
4916	50
4995	50
5036	50
5216	50
4866	50
4827	50
4738	50
4763	50
4878	50
4835	50
4897	50
4942	50
4858	50
4879	50
4827	50
4785	50
4919	50
4847	50
4785	50
4834	50
4781	50
5015	50
4834	50
4873	50
4895	50
4813	50
4821	50
4839	50
4880	50
4782	50
4801	50
4797	50
4907	50
4824	50
4832	50
4857	50
4868	50
4843	50
4823	50
4807	50
4793	50
4783	50
5124	50
5426	50
5014	50
4931	50
4823	50
4759	50
4868	50
4867	50
4823	50
38192	100
44189	100
33399	100
20235	100
20118	100
20199	100
19859	100
20852	100
20273	100
20159	100
20082	100
20045	100
21178	100
19993	100
19929	100
19997	100
20086	100
20079	100
19984	100
19919	100
19950	100
20347	100
21308	100
20093	100
20036	100
20031	100
19926	100
21071	100
20141	100
20249	100
20100	100
20199	100
20088	100
20146	100
20005	100
19880	100
20505	100
21002	100
20327	100
20095	100
20002	100
20325	100
20724	100
20548	100
20231	100
20005	100
19872	100
19965	100
19967	100
20042	100
19883	100
20975	100
20568	100
20489	100
19847	100
19894	100
20374	100
20997	100
19935	100
20200	100
20028	100
20278	100
20212	100
20044	100
19973	100
19904	100
21102	100
20334	100
20120	100
19972	100
20158	100
20615	100
20017	100
19892	100
20033	100
19992	100
20374	100
20012	100
19819	100
19798	100
19907	100
21146	100
20129	100
20036	100
19966	100
19860	100
20425	100
20479	100
20205	100
20100	100
20024	100
20288	100
20006	100
20154	100
19969	100
20190	100
23510	100
20173	100
19900	100
19976	100
1960843	700
1892074	700
1893587	700
1895915	700
1890694	700
1895027	700
1894879	700
1895229	700
1901715	700
1900685	700
1889261	700
1911932	700
1892885	700
1915202	700
1900054	700
1891840	700
1897174	700
1890838	700
1897411	700
1996462	700
2036355	700
1891914	700
1903455	700
1912858	700
1894772	700
1900751	700
1899669	700
1891045	700
1910325	700
2016523	700
1902107	700
1913198	700
1903837	700
1931664	700
1893755	700
1892886	700
1900861	700
1934142	700
1892705	700
1888749	700
1896975	700
1891506	700
1899165	700
1901791	700
1895001	700
1923438	700
1905302	700
1898588	700
1925767	700
1901186	700
1886839	700
1894355	700
1895167	700
1895815	700
1901813	700
1908107	700
1925741	700
2073651	700
1935843	700
1916448	700
1896071	700
2571361	700
1896345	700
1892218	700
1894463	700
1893330	700
1895009	700
1896904	700
1890149	700
1891423	700
1901053	700
1893600	700
1955820	700
1886156	700
1891554	700
1911486	700
1899343	700
1900218	700
1914408	700
1888678	700
1893996	700
1897460	700
1935888	700
1892248	700
1900205	700
1981887	700
1923327	700
1929539	700
1899923	700
1892450	700
1913223	700
1896329	700
1923739	700
1915499	700
1966519	700
1913468	700
1919630	700
1926392	700
