248	5
238	5
132	5
130	5
132	5
130	5
132	5
130	5
130	5
135	5
132	5
130	5
129	5
153	5
130	5
131	5
130	5
131	5
129	5
129	5
131	5
131	5
130	5
130	5
130	5
131	5
130	5
129	5
130	5
131	5
132	5
129	5
129	5
123	5
132	5
133	5
129	5
133	5
131	5
131	5
131	5
134	5
131	5
132	5
133	5
130	5
130	5
132	5
133	5
130	5
130	5
131	5
130	5
130	5
130	5
129	5
130	5
130	5
131	5
131	5
130	5
131	5
130	5
131	5
130	5
130	5
130	5
130	5
130	5
139	5
136	5
128	5
127	5
127	5
127	5
128	5
128	5
134	5
127	5
127	5
127	5
134	5
130	5
131	5
130	5
128	5
128	5
126	5
127	5
128	5
128	5
126	5
127	5
128	5
126	5
126	5
126	5
129	5
130	5
132	5
505	10
482	10
382	10
376	10
391	10
364	10
370	10
368	10
369	10
368	10
370	10
369	10
365	10
371	10
373	10
370	10
371	10
369	10
370	10
369	10
372	10
368	10
371	10
369	10
370	10
373	10
378	10
373	10
373	10
368	10
371	10
367	10
371	10
370	10
368	10
368	10
365	10
365	10
369	10
373	10
370	10
372	10
368	10
370	10
368	10
367	10
375	10
369	10
369	10
371	10
372	10
556	10
376	10
372	10
371	10
373	10
376	10
377	10
371	10
371	10
373	10
374	10
426	10
381	10
373	10
368	10
373	10
365	10
369	10
370	10
369	10
370	10
368	10
369	10
370	10
369	10
369	10
399	10
365	10
367	10
373	10
370	10
370	10
369	10
373	10
369	10
368	10
371	10
372	10
369	10
368	10
368	10
373	10
376	10
372	10
374	10
372	10
371	10
374	10
365	10
8259	50
8570	50
8313	50
8072	50
8549	50
8101	50
8555	50
8142	50
8518	50
8042	50
8677	50
8541	50
8268	50
5417	50
4438	50
4468	50
4346	50
4410	50
4505	50
4461	50
4408	50
4414	50
4418	50
4409	50
4397	50
4392	50
4571	50
4449	50
4374	50
4428	50
4672	50
4510	50
4693	50
4766	50
4580	50
4631	50
4581	50
4620	50
4670	50
4453	50
4599	50
4649	50
4560	50
4461	50
4554	50
4469	50
4475	50
4453	50
4464	50
4428	50
4474	50
4439	50
4573	50
4893	50
4362	50
4735	50
4802	50
4806	50
4715	50
4704	50
4718	50
4476	50
4542	50
4667	50
4430	50
4419	50
4383	50
4465	50
4401	50
4357	50
4481	50
4385	50
4490	50
4366	50
4455	50
4498	50
4393	50
4377	50
4445	50
4431	50
4369	50
4410	50
4425	50
4388	50
4415	50
4452	50
4361	50
4425	50
4436	50
4409	50
4544	50
4348	50
4381	50
4416	50
4441	50
4459	50
4481	50
4411	50
4839	50
4711	50
33784	100
45865	100
32437	100
31816	100
31474	100
31880	100
35005	100
31694	100
31737	100
32046	100
31743	100
32312	100
31739	100
31771	100
31835	100
31839	100
31526	100
31711	100
32027	100
31663	100
31742	100
31672	100
31636	100
31568	100
31861	100
31979	100
31707	100
32031	100
31726	100
31707	100
31772	100
31335	100
31482	100
39398	100
31732	100
31740	100
31686	100
39115	100
32604	100
31652	100
31916	100
31987	100
31569	100
33147	100
31583	100
31463	100
39802	100
31788	100
31599	100
31918	100
31563	100
31720	100
39692	100
31749	100
31635	100
39206	100
31629	100
31565	100
32263	100
31725	100
32269	100
32457	100
32017	100
31685	100
31662	100
31853	100
32357	100
31636	100
32230	100
31466	100
31480	100
31767	100
31804	100
31517	100
31681	100
31875	100
31743	100
31658	100
31435	100
31638	100
31372	100
32655	100
31785	100
31524	100
31704	100
31441	100
31606	100
40071	100
32398	100
31518	100
40200	100
31695	100
31621	100
41968	100
32233	100
31650	100
40074	100
31895	100
31431	100
39775	100
1039290	700
969138	700
973755	700
982337	700
985872	700
1025818	700
981390	700
1007752	700
980880	700
1069896	700
981173	700
980504	700
986854	700
979852	700
979981	700
975320	700
981668	700
975312	700
971714	700
968842	700
975795	700
966050	700
971800	700
981862	700
976987	700
964188	700
966666	700
970359	700
974436	700
971289	700
965278	700
973322	700
977333	700
969163	700
966067	700
970783	700
973130	700
975721	700
967631	700
975447	700
970450	700
961663	700
963933	700
976411	700
970922	700
969487	700
963037	700
977073	700
966960	700
961976	700
968382	700
964418	700
965460	700
979963	700
998369	700
982934	700
981920	700
994395	700
994133	700
989733	700
990493	700
996148	700
993733	700
994601	700
982606	700
976416	700
981577	700
980244	700
979207	700
998775	700
986536	700
994888	700
983427	700
985162	700
985756	700
986454	700
986810	700
986319	700
990121	700
984007	700
986751	700
993844	700
990867	700
989488	700
1001020	700
998741	700
994143	700
1005131	700
995506	700
992661	700
998814	700
994413	700
994288	700
998178	700
1002975	700
1008335	700
994147	700
999374	700
995293	700
992225	700
897526	10
830809	10
835281	10
838048	10
831563	10
831282	10
837035	10
837017	10
835093	10
835020	10
838700	10
830647	10
832638	10
830048	10
856827	10
861751	10
844199	10
843642	10
842142	10
856043	10
845216	10
836653	10
837799	10
828856	10
846787	10
837932	10
839150	10
837948	10
836702	10
844169	10
844322	10
842067	10
838606	10
874817	10
874578	10
877153	10
855079	10
842243	10
841532	10
832219	10
841496	10
846060	10
949226	10
870293	10
925203	10
942393	10
988127	10
873288	10
943122	10
873598	10
861027	10
865150	10
872607	10
885358	10
841066	10
828903	10
831533	10
833578	10
848754	10
847552	10
843364	10
844967	10
840183	10
851796	10
835957	10
837100	10
864855	10
927181	10
919073	10
869652	10
865838	10
862492	10
844720	10
844189	10
841392	10
832272	10
837048	10
849009	10
868994	10
874060	10
937723	10
873236	10
846548	10
856891	10
858293	10
847429	10
858906	10
846740	10
839951	10
848937	10
839514	10
855140	10
826803	10
836295	10
827614	10
846555	10
844123	10
846767	10
878714	10
864952	10
